"content","banner","categories","updatedAt","authorId","createdAt","id","url","ownerId","title"
"For this blog post, I want to show this based on a simple sample application that runs an nginx Webserver using ECS and Fargate and has an ApplicationLoadBalancer as an entry point. Using the ECS patterns library of the CDK, this is only one construct named ApplicationLoadBalancedFargateService and has a few settings like container image, number of containers and potentially fixed domain names.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:31.530Z","01EV69ZSM0MM6EBAYQYT89EFVG","2021-01-29T18:00:00.000Z","01EX7MTH80GTECD6JR0NPPK74Z","https://taimos.de/blog/deploying-your-cdk-app-to-different-stages-and-environments","1","Deploying your CDK app to different stages and environments"
"When creating L3 constructs for the AWS CDK, the easiest thing to get wrong is defining dependencies. And with wrong dependency definitions you make it hard to impossible to use your package. This post will show how you correctly define CDK dependencies.",,"[{""S"":""AWS-CDK""},{""S"":""Dependency""}]","2024-06-16T20:29:27.910Z","01EV41WNG0FW95CCWRSNETK2F4","2020-12-28T21:00:00.000Z","01ETNJD440NK9NGBF188REJJM6","https://dev.to/udondan/correctly-defining-dependencies-in-l3-cdk-constructs-45p","1","Correctly defining CDK dependencies in L3 constructs"
"An example on how to deploy and use internal packages as Lambda Layers. The post also covers potential mistakes that can be made during development with an exploration on why those mistakes can be easily missed.",,"[{""S"":""AWS-CDK""},{""S"":""TypeScript""},{""S"":""Lambda""}]","2024-06-16T20:29:48.200Z","01G61DS270KJC9WHQ1N0HM38HN","2022-06-19T09:00:00.000Z","01G5XK1EM08YHK57JENNJJDYEX","https://www.shawntorsitano.com/2022/06/19/creating-lambda-layers-with-typescript-and-cdk-the-right-way/","1","Creating Lambda Layers with TypeScript and CDK - The Right Way"
"In this talk, I will explore how the CDK solves these problems and brings infrastructure-as-code closer to DevOps engineers than ever before. I will cover three segments: the power of a multi-language framework, the benefits of applying unit testing to your infrastructure and applying the time-proven concepts of object oriented design and DRY to your infrastructure-as-code.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:38.606Z","01E4WV0ZC02CHNVBCADN71Y0WH","2021-05-20T21:00:00.000Z","01F65S7X4030T25J2DBVK3DK5R","https://www.youtube.com/watch?v=tiyjhWTSExg","1","The CDK will enable a new generation of Serverless Developers"
"Join me on my experience with decoupling my CDK stacks via EventBridge :)","content/banners/cdk-eventbridge/dia.png","[{""S"":""AWS-CDK""},{""S"":""Typescript""}]","2024-06-16T20:29:42.566Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-11-14T06:00:00.000Z","01FMEGFWR0N0DZR3RA16WSPPXZ","https://martinmueller.dev/cdk-eventbridge-eng/","1","Asynchronous Communication with AWS CDK EventBridge"
"Customers often need to architect solutions to support components across multiple cloud service providers. In this post, you will learn how to use the AWS CDK to create a single pane of glass for managing your multicloud resources.",,"[{""S"":""AWS-CDK""},{""S"":""typescript""},{""S"":""cloudFormation""},{""S"":""constructs""},{""S"":""multicloud""}]","2024-06-16T20:29:53.933Z","01HAKR96M0QKNFSC9N3CJHQN6T","2023-09-08T09:00:00.000Z","01H9T0A0M0MJJ26ZNXC3RM2VYN","https://aws.amazon.com/blogs/devops/using-aws-cloudformation-and-aws-cloud-development-kit-to-provision-multicloud-resources/","1","Using AWS CloudFormation and AWS Cloud Development Kit to provision multicloud resources"
"Part 1 of a series of post that shows how to create a WebRTC SaaS offering in AWS",,"[{""S"":""AWS-CDK""},{""S"":""OpenSource""},{""S"":""Devops""}]","2024-06-16T20:29:44.727Z","01EPRWZZW0MWWB9VD25YXDF0CT","2022-05-26T10:00:00.000Z","01G3ZWY280E4FJVTCZEXH998KA","https://dev.to/kristianpaul/hosting-an-open-source-webrtc-as-a-service-with-aws-part-1-1geb","1","Hosting an Open Source WebRTC as a Service with AWS CDK - Part 1 "
"This blog post shows you how to create an Application Load Balanced Fargate Service in AWS CDK",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:42.009Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2021-10-25T04:50:00.000Z","01FJTWHB60S3H72MT3TXHKCX8N","https://towardsthecloud.com/aws-cdk-alb-fargate-service","1","Application Load Balanced Fargate Service example in AWS CDK"
"Use CloudFormation custom resources with CDK to create non-AWS resources (datadog, auth0 ...) during the provisioning of your infrastructure.",,"[{""S"":""AWS-CDK""},{""S"":""Datadog""},{""S"":""Cloudformation""}]","2024-06-16T20:29:32.168Z","01EV69ZSM0TXD7KQSYCNWQJ6DE","2021-02-19T11:00:00.000Z","01EYWZ4JW0S5N0GE6SFFE9M6QR","https://medium.com/better-programming/manage-third-party-providers-directly-from-aws-cdk-6afef21c9586?source=friends_link&sk=671a20ed0809e2d7e0fecbc20ad2509e","1","Manage Third-Party Providers Directly From AWS CDK"
"Deploy your application to AWS using the best practices from DevOps, like infrastructure as code and CI/CD. For deploying your application to the cloud you will be using AWS CDK Pipelines.",,"[{""S"":""AWS-CDK""},{""S"":""Pipelines""}]","2024-06-16T20:29:35.804Z","01EV69ZSM0EKQ6D3PA8YHMYV2A","2021-04-15T10:00:00.000Z","01F3AFJ880SSHS790S5C1R2TVS","https://www.youtube.com/watch?v=tw9cQyA3B1M","1","Deploy your application to AWS using CDK Pipelines"
"Update AWS CDK Pipelines to run multiple actions in parallel in one stage.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:31.882Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2021-02-10T06:09:00.000Z","01EY58X930DK8DMESDQNW97H7M","https://towardsthecloud.com/aws-cdk-pipelines-parallel-deploy","1","Deploy stacks in parallel with AWS CDK Pipelines"
"In this article, we create a weather reporting website using CDK and a Step Function.","content/banners/serverless-weather-reporting/header.jpg","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""AWS-Step-Functions""},{""S"":""Lambda""},{""S"":""DynamoDB""},{""S"":""EventBridge-Scheduler""}]","2024-06-16T20:29:50.566Z","01GTWF0HR0G06H6HVP9V6TAR1E","2023-03-05T06:00:00.000Z","01GTR5P0R0CYGTB4HXSRD5JW8D","https://www.danielleheberling.xyz/blog/serverless-weather-reporting","1","Serverless Weather Reporting with AWS Step Functions and CDK"
"What better way to celebrate CDK Day than to return to a previous blog where I wrote about automating the installation and configuration of Amazon Managed Workflows for Apache Airflow (MWAA), and take a look at doing the same thing but this time using AWS CDK.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:37.104Z","01EV69ZSM0TW0JNM31E5X7EGJT","2021-04-28T17:00:00.000Z","01F4CPRMM01NNGPZWSEG42PM3N","https://blog.beachgeek.co.uk/posts/using-aws-cdk-to-deploy-your-amazon-managed-workflows-for-apache-airflow-environment-12cf","1","Using AWS CDK to deploy your Amazon Managed Workflows for Apache Airflow environment"
"From my long todo list, I found a topic related to OAuth 2.0 that I have always wanted to do. It's a perfect timing to try and see how to implement a CloudFront Extension solution in AWS CDK.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:38.296Z","01EKCMVY80KXDB3R3JA7X2DXPW","2021-05-04T17:00:00.000Z","01F4W54YM01H3EEFRA38DG352J","https://dev.to/dwchiang/using-aws-cdk-to-deploy-static-website-ft-oauth-2-0-authorization-code-36h6","1","How to Deploy Static Website with OAuth 2.0 Authorization, CloudFront CDN in 20 Minutes?"
"in this post, we will be deploying the CDK application we built earlier to AWS using CDK pipelines.",,"[{""S"":""AWS-CDK""},{""S"":""Pipelines""}]","2024-06-16T20:29:39.153Z","01EV69ZSM0CXXJC7VRF47SA4BX","2021-05-21T17:00:00.000Z","01F67XX5M0PX2VSZFHY5KAMK8N","https://phatrabbitapps.com/cdk-pipelines-continuous-delivery-for-aws-cdk-applications","1","CDK Pipelines: Continuous delivery for AWS CDK applications"
"Learn how to setup debugging for CDK python projects in Visual Studio Code.",,"[{""S"":""AWS-CDK""},{""S"":""Python""},{""S"":""Visual Studio Code""}]","2024-06-16T20:29:23.419Z","01EKCMVY806QZAGMH35C6ZPSQP","2020-09-29T10:00:00.000Z","01EKCMVY806FN7CXJY147GN4HB","https://www.sentiatechblog.com/debugging-a-cdk-python-project-in-visual-studio-code","1","Debugging a CDK Python project in Visual Studio Code"
"This blog will break down each AWS service using the ECS Fargate pattern with Application Load Balancer.","content/banners/demystifying-aws-cdk-ecs-pattern/share.jpg","[{""S"":""AWS-CDK""}]","2024-06-16T20:29:54.937Z","01HHFX8N40CE8QXAAQCEN1S482","2023-12-12T21:00:00.000Z","01HHFX8N40SJTFAQ1FB712DCAF","https://medium.com/@jolodev/demystifying-aws-cdks-ecs-pattern-e58315972544","1","Demystifying AWS CDK's ECS Pattern"
"I have developed a GitHub workflow that automatically tests the compatibility of my custom constructs against the new version",,"[{""S"":""AWS-CDK""},{""S"":""Custom""},{""S"":""Typescript""}]","2024-06-16T20:29:38.583Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-05-18T12:00:00.000Z","01F5ZNHPG03D0XKF6YH4HK96N5","https://martinmueller.dev/cdk-construct-checker-eng/","1","AWS CDK Custom Construct Versions Checker"
"If you're looking for a better understanding on how CDK works under the hoods, you're in the right place. In this video we will cover some internal aspects of CDK.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:36.079Z","01EV69ZSM0HVHX3DY19FBJ5CRP","2021-04-19T17:00:00.000Z","01F3NH65M0Q6C3SEWPKYDT2TS2","https://www.youtube.com/watch?v=X8G3G3SnCuI","1","Exploring CDK Internals"
"I am checking out the AWS CDK to deploy serverless applications. But having used Serverless Framework a lot, I find the AWS CDK very noisy and invasive in some of my projects. It doesn't have to be though.",,"[{""S"":""AWS-CDK""},{""S"":""Developer Experience""}]","2024-06-16T20:29:49.173Z","01GNSPSYM0R475EB51022QC06K","2023-01-02T17:00:00.000Z","01GNSPSYM0730XJ7RHCWCRT0PY","https://mnapoli.fr/single-file-cdk/","1","Simpler single-file AWS CDK deployments"
"Context is a combination of key-value pairs we can set in our CDK application. Context is similar to environment variables, in that both are accessible at synthesis time.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:36.832Z","01EV69ZSM0N4HZ5YZ994ZBW5F2","2021-04-23T17:00:00.000Z","01F3ZTS1M07XA3BKKEJ1XHQR1J","https://bobbyhadz.com/blog/how-to-use-context-aws-cdk","1","How to use Context in AWS CDK"
"Learn how to build a Bitbucket OpenID Connect (OIDC) with AWS CDK and create a Bitbucket pipeline to authenticate with AWS and deploy CDK stacks.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:43.469Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2022-03-17T07:35:00.000Z","01FYBCT850H7PGZYYJZJ39ERZ3","https://towardsthecloud.com/aws-cdk-openid-connect-bitbucket","1","Configure OpenID Connect for Bitbucket in AWS CDK"
"Learn how to build a GitHub OpenID Connect (OIDC) with AWS CDK and create a GitHub Action workflow to authenticate with AWS.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:43.459Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2022-03-10T07:18:00.000Z","01FXSB232034ZVYTZ454SR7ZT6","https://towardsthecloud.com/aws-cdk-openid-connect-github","1","Configure OpenID Connect for GitHub in AWS CDK"
"In short, ~50% of the ecosystem is on the CURRENT minor version.","content/banners/projen-1yr-after-projens-debut/banner.png","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""JSII""},{""S"":""Projen""}]","2024-06-16T20:29:43.764Z","01EV6RZH60MP3QQ79NXAN06PVY","2022-03-27T15:16:00.000Z","01FZ5Z5HW0EYPX1VFA7M0M6A5G","https://dev.to/aws-builders/1yr-after-projen-s-debut-19pf","1","1yr after projen's debut"
"By default amazontextract handles 1 PDF as a whole but in the real world, we scan a set of hashtag#forms, survey or assignments, and wants to extract the individual document values into a row in Excel. Also, we want to have the high level output for multiple choice and true or false question but hashtag#textract just tell the checkbox is checked or not the output the answer of those question. Here is our solution to convert low level output into meaningful report plus images enhancement and hashtag#ocr.",,"[{""S"":""AWS-CDK""},{""S"":""typescript""},{""S"":""Amazon-textract""},{""S"":""machine-learning""}]","2024-06-16T20:29:44.419Z","01G2J6CA00K4RY23XZFM12C3WP","2022-05-01T12:00:00.000Z","01G1ZQVTG0PEN9HDQZDNDD0Z2J","https://www.linkedin.com/pulse/how-build-automatic-grading-solution-handwriting-aws-wong/","1","How to build an automatic grading solution for handwriting assessments with Amazon Textract and AWS CDK?"
"A look into cloud-native API development without a full framework.",,"[{""S"":""AWS-CDK""},{""S"":""typescript""},{""S"":""api""},{""S"":""lambda""}]","2024-06-16T20:29:40.165Z","01EV69ZSM0AGJPW46GAVRXY12K","2021-06-12T12:00:00.000Z","01F801FNG0RPY5J5ZR4GFPK48Z","https://spiegelmock.com/2021/05/29/frameworkless-web-applications-aws-cdk/","1","TypeScript API Anti-Framework"
"In this course, Tomasz Łakomy will guide you through using TypeScript to complete the lifecycle of an application powered by AWS CDK v2. You'll see how to start a project, develop it locally, deploy it globally, and then tear it all down when you're done.",,"[{""S"":""AWS-CDK""},{""S"":""typescript""},{""S"":""course""}]","2024-06-16T20:29:54.273Z","01HFV43XM0GYX9JSPFVRXPYH5B","2023-11-23T09:00:00.000Z","01HFXPGMM0PPDYRBGP8CEC6A3Y","https://egghead.io/courses/full-stack-typescript-with-aws-cloud-development-kit-v2-2daa5cf1?af=6p5abz","1","Full Stack TypeScript with AWS Cloud Development Kit"
"A Step-by-step Guide to Build a Serverless App in the Cloud.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:52.053Z","01G872SSR0S3CQSNJ2GK06KT2N","2023-07-18T19:19:00.000Z","01H5N7225083HW1AW6JGBJ14NB","https://medium.com/chapter-by-chapter/aws-cdk-serverless-cookbook-ebook-1d4d4e0488c","1","AWS CDK Serverless Cookbook eBook"
"We will look into creating an AWS Appsync GraphQL API with TypeScript using cdk-appsync-typescript-resolver AWS CDK construct",,"[{""S"":""AWS-CDK""},{""S"":""Appsync""}]","2024-06-16T20:29:52.964Z","01H6VFMF00RS4XAPH4M8YZ37QB","2023-08-02T16:00:00.000Z","01H6VFMF006PXTQZQBAM2H9PBX","https://dev.to/sudokar/simplify-aws-appsync-graphql-api-creation-with-strongly-typed-typescript-resolvers-g7b","1","Simplify AWS Appsync GraphQL API creation with strongly typed Typescript resolvers"
"CloudFormation Nested Stacks are great when you want to separate logical resources in your stack and reference those resources in other nested stacks. Ryan shows in this post how to use Nested Stacks with the CDK.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:32.450Z","01EK883HM0Q4RJQD636VHPK6XG","2021-03-19T18:00:00.000Z","01F15T9R80EVB24BYSCGS2RPCC","https://dev.to/ryands17/using-nested-stacks-with-aws-cdk-4akc","1","Using Nested Stacks with AWS CDK"
"This article shows a complete example on how to use CDK to deploy a Strapi project on AWS using Serverless components: ECS on Fargate along with a Postgres Aurora Serverless V2 database.",,"[{""S"":""AWS-CDK""},{""S"":""Strapi""},{""S"":""Aurora Serverless V2""},{""S"":""ECS on Fargate""}]","2024-06-16T20:29:49.728Z","01GRRZGHM06WWJQC041V8524CT","2023-02-07T06:00:00.000Z","01GRN7BAR0QD9B4J9E2ESW8BKQ","https://levelup.gitconnected.com/deploying-strapi-cms-on-aws-with-ecs-on-fargate-aurora-serverless-v2-and-cdk-3c9b9ec732a3","1","Deploying Strapi CMS on AWS with ECS on Fargate, Aurora Serverless v2 and CDK"
"Learn to create a JSII module, build and publish it. Create a secure S3 bucket and publish it to multiple languages",,"[{""S"":""AWS-CDK""},{""S"":""jsii""}]","2024-06-16T20:29:20.286Z","01EJECPG00MHA2PX2KA6ZYPN3K","2020-09-18T17:00:00.000Z","01EJH2H2M0JJZA939TTVVS98QJ","https://www.matthewbonig.com/2020/01/11/creating-constructs/","1","How to Create CDK Constructs"
"We can use Docker Compose to create a container with a consistent AWS CDK development environment for Windows, Linux and macOS.",,"[{""S"":""AWS-CDK""},{""S"":""Docker""}]","2024-06-16T20:29:52.075Z","01G872SSR0S3CQSNJ2GK06KT2N","2023-07-18T19:19:00.000Z","01H5N72250EAQMPD5W3ZZNY7M5","https://miguelacallesmba.medium.com/using-docker-for-aws-cdk-development-7054086deb3d","1","Using Docker for AWS CDK development"
"AWS CDK Custom Constructs for QuickSight DataSource and DataSet.",,"[{""S"":""AWS-CDK""},{""S"":""Projen""},{""S"":""QuickSight""}]","2024-06-16T20:29:38.308Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-05-06T08:00:00.000Z","01F50B1M00C1430XA895655N5A","https://martinmueller.dev/qs-constructs-eng/","1","AWS QuickSight DataSet and DataSource CDK Custom Constructs"
"Blogpost with step-by-step tutorial to create a pipeline in the AWS CDK",,"[{""S"":""AWS-CDK""},{""S"":""Pipelines""}]","2024-06-16T20:29:19.465Z","01EJECPG000WDPBVZHDV3M0PH0","2020-09-18T17:00:00.000Z","01EJH2H2M0VFKJPVEA7WVFDBCB","https://aws.amazon.com/blogs/developer/cdk-pipelines-continuous-delivery-for-aws-cdk-applications","1","CDK Pipelines: Continuous delivery for AWS CDK applications"
"In this post, we’ll be building an AWS AppSync API from scratch using CDK. The post will focus on how to use CDK to deploy AppSync APIs that leverage a variety of AWS services including Amazon DynamoDB and AWS Lambda.","content/banners/async-serverless-apis-with-appsync/appsync.jpg","[{""S"":""API (GraphQL)""},{""S"":""AWS-CDK""},{""S"":""Typescript""}]","2024-06-16T20:29:21.962Z","01EK7PY7G09G0B6VT8Z06W5KBA","2020-09-27T12:00:00.000Z","01EK7PY7G0CE79WANEDSX1BPBV","https://aws.amazon.com/blogs/mobile/building-scalable-graphql-apis-on-aws-with-cdk-and-aws-appsync","1","Building Scalable GraphQL APIs on AWS with CDK, TypeScript, AWS AppSync, Amazon DynamoDB, and AWS Lambda"
"Read on to find out how CDK Patterns released the potential of our engineers, gained industry momentum, and caught the attention of Werner Vogels, CTO of Amazon.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:29.371Z","01EV41WNG0JWGNRAMSRXDMK54R","2021-01-12T18:00:00.000Z","01EVVW2A80GKVBJ9E4B0SS5J8Y","https://aws.amazon.com/blogs/opensource/the-cdk-patterns-open-source-journey/","1","The CDK Patterns open source journey"
"At this moment, Amazon Rekognition Custom Labels is a regional service. We are building real-time AWS DeepRacer analytics with Amazon Rekognition Custom Labels and Amazon Kinesis Video. We hope the solution can be used around the world. To reduce the network latency and make it high availability, we want to deploy the model to all regions with Amazon Rekognition Custom Labels support. At this moment, you cannot copy model to another region directly and you need to rebuild the model in each region. It is time-consuming and error-prone if you do it manually. On the other hand, for the place like Hong Kong, our application needs to call the model in another region, and we don’t know which region is the best.",,"[{""S"":""AWS-CDK""},{""S"":""typescript""},{""S"":""Amazon-Rekognition""},{""S"":""machine-learning""}]","2024-06-16T20:29:44.408Z","01G2J6CA00K4RY23XZFM12C3WP","2022-05-01T12:00:00.000Z","01G1ZQVTG0X4K65V1YK2T4EWPY","https://www.linkedin.com/pulse/globalize-your-amazon-rekognition-custom-labels-aws-wong/","1","Globalize Your Amazon Rekognition Custom Labels with AWS CDK"
"We just published a crash course on the freeCodeCamp.org YouTube channel that will teach you all about the AWS CDK and how to use it.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:43.175Z","01EV69ZSM0J75DZJRFEY8PNKSB","2022-01-20T18:00:00.000Z","01FSWAAD80E5SQCJ0YJ55FS2YH","https://www.freecodecamp.org/news/aws-cloud-development-kit-crash-course/","1","FreeCodeCamp - AWS CDK Crash Course"
"Live coding a CDK CI/CD pipeline",,"[{""S"":""AWS-CDK""},{""S"":""CDK-Pipelines""},{""S"":""Video""}]","2024-06-16T20:29:20.565Z","01EJECPG00KW58NJZ8QRKZX0F6","2020-09-18T17:00:00.000Z","01EJH2H2M0QYHKJJ9ZNH911MH4","https://www.twitch.tv/videos/737014680","1","Let's Check out CDK Pipelines"
"Check out this really detailed step by step walkthrough of building a Serverless Application on AWS.",,"[{""S"":""AWS-CDK""},{""S"":""Serverless""}]","2024-06-16T20:29:37.695Z","01EV69ZSM07CRS8CE39A9Q212Q","2021-04-30T17:00:00.000Z","01F4HVJ2M0HVVXP1VSETNG3S66","https://leewc.com/articles/hands-on-serverless-with-aws-cdk-typscript","1","Hands-on AWS CDK for Serverless"
"In this post we are going to use the AWS CDK to build an AWS Lambda Function that triggers from DynamoDB Stream Events.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:38.572Z","01EV69ZSM0T3NNZC02ESQA70KG","2021-05-14T17:00:00.000Z","01F5NX44M0D7HXE072FJ0QA0YZ","https://dev.to/thealexkates/how-to-trigger-an-aws-lambda-from-a-dynamodb-stream-event-d8","1","How to CDK: Trigger an AWS Lambda Function from a DynamoDB Stream Even"
"The other day I wanted to create an AWS Cognito User Pool with OAuth 2.0 client credential flow using the famous AWS CDK. It is pretty easy but not obvious...","content/banners/create-aws-cognito-userpool-with-oauth-flows-using-cdk/user-pool-resource-server.jpg","[{""S"":""AWS-CDK""},{""S"":""AWS Cognito""},{""S"":""OIDC""},{""S"":""TypeScript""},{""S"":""Example""}]","2024-06-16T20:29:24.710Z","01EM2ACAG0BEA8SJMW0FQCZ56X","2020-10-03T23:00:00.000Z","01EKRB31C0ES8W2ZZRHHG8Z2VP","https://alexanderzeitler.com/articles/create-aws-cognito-userpool-with-oauth-flows-using-cdk/","1","Creating an AWS Cognito user pool with OAuth flows using AWS CDK"
"Let's see something today that we have all done manually in the past, creating thumbnails for images for profile pic uploads in S3.","content/banners/generating-thumbnails-via-s3-events-using-aws-cdk/banner.png","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""Example""}]","2024-06-16T20:29:23.101Z","01EK883HM0Q4RJQD636VHPK6XG","2020-09-27T17:00:00.000Z","01EK883HM0Y8GHQXYC03H10WY9","https://dev.to/ryands17/generating-thumbnails-via-s3-events-using-aws-cdk-typescript-l1i","1","Generating thumbnails via S3 events using aws-cdk"
"AWS Online Tech Talk: Learn how to deploy your containerized applications to ECS using the AWS CDK",,"[{""S"":""AWS-CDK""},{""S"":""Video""},{""S"":""Python""},{""S"":""ECS""}]","2024-06-16T20:29:20.842Z","01EJECPG00EK8CSYAX39EVMZHF","2020-09-18T17:00:00.000Z","01EJH2H2M0X4GF01SRC2SN75GC","https://youtu.be/NkI5yeMFRK8","1","Supercharging Your ECS Applications with the AWS CDK"
"Make your CDK Pipeline more secure and enterprise ready with CFN Lint",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:42.851Z","01EV69ZSM0CPYKN3BA6PWHGYEV","2022-01-16T18:00:00.000Z","01FSJ0QH80B23PFKGSYN4BNQQV","https://yvovanzee.nl/cdk-pipelines-and-cloudformation-linting","1","CDK Pipelines and CloudFormation linting"
"In this guide, you'll learn what AWS CDK is, how you can use it to create your own infrastructure as code, and apply the best practices during development.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:48.211Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2022-07-23T18:11:00.000Z","01G8P42SS0BH6WDE9XB10G0RNZ","https://towardsthecloud.com/aws-cdk","1","What is the AWS CDK? (A beginners guide)"
"In this blog post, we show you how to use the AWS Cloud Development Kit (AWS CDK) with cdk8s and cdk8s+ to deploy a sample Kubernetes workload on an Amazon EKS cluster running Kubernetes pods on AWS Fargate in an enterprise context. This post provides a solution we implemented with one of our enterprise customers.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:37.707Z","01EV69ZSM0ANYHA4T4PCBDT01T","2021-05-01T12:00:00.000Z","01F4KWSFG0H9BY86P43Q8ENZJ2","https://aws.amazon.com/blogs/containers/building-and-deploying-fargate-with-eks-in-an-enterprise-context-using-the-aws-cloud-development-kit-and-cdk8s/","1","Building and deploying Fargate with EKS using the AWS CDK & cdk8s+"
"Automate you Wordpress post creation when you upload a video with AWS CDK","content/banners/wp-post-automation-cdk-eng/wp-aws.jpg","[{""S"":""AWS-CDK""},{""S"":""Typescript""},{""S"":""Wordpress""}]","2024-06-16T20:29:40.711Z","01EV69ZSM06P6FS4B1H24RXHMJ","2021-08-08T05:00:00.000Z","01FCJ23K40V3ETAS50EHHAJGW4","https://martinmueller.dev/wp-post-automation-cdk-eng/","1","Wordpress Posts automated with AWS CDK"
"This blog describes the road I took to move from CDK version 1 to version 2.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:43.186Z","01EV69ZSM0CPYKN3BA6PWHGYEV","2022-01-21T18:00:00.000Z","01FSYWQ480FHHR8RF3BHG9HTT5","https://yvovanzee.nl/cdk-pipelines-and-cloudformation-linting","1","Upgrading CDK from CDKv1 to CDKv2 in existing project"
"Ever wondering how to create a pull request for AWS CDK? In this video, we'll walk you through all the primary steps to submit your first AWS CDK pull request",,"[{""S"":""AWS-CDK""},{""S"":""Video""}]","2024-06-16T20:29:19.730Z","01EJECPG00K1PFWM9B4ZVGGQR5","2020-09-18T17:00:00.000Z","01EJH2H2M0SDM3AWZXS93DCMEX","https://youtu.be/OXQSSibrt-A","1","Contribute to the AWS CDK"
"Until today, the only way to leverage the infrastructure defined in existing templates was the CfnInclude class from the core module, which allowed including a CloudFormation template in a CDK application, and outputting it unchanged. However, this solution has a couple limitations:","content/banners/migrating-cloudformation/banner.png","[{""S"":""AWS-CDK""},{""S"":""Cloudformation""}]","2024-06-16T20:29:25.340Z","01EM2DT640JRTJTGMRB03XMDA8","2020-10-07T21:00:00.000Z","01EM2DT640WFYVG6M8BE6Y2KR0","https://aws.amazon.com/blogs/developer/migrating-cloudformation-templates-to-the-aws-cloud-development-kit/","1","Migrating CloudFormation templates to the AWS Cloud Development Kit"
"Gernot gives a great intro to using the newly released AWS-CDK in Go",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:34.961Z","01EV69ZSM0X8ED9S8XGSD5ZX35","2021-04-07T12:00:00.000Z","01F2P387G0QS8FHHYKSSGTHSY1","https://dev.to/aws-builders/easy-going-programming-aws-resources-with-the-cdk-in-go-43k9","1","Easy going - programming AWS Resources with the CDK in GO"
"Sometimes AWS resources are orphaned. This means the CloudFormation stack is destroyed but the resource is retained. This article show how to adopt these orphans into you CDK project.","content/banners/regain-control-over-orphaned-resources-with-cdk/banner.jpg","[{""S"":""AWS-CDK""}]","2024-06-16T20:29:51.210Z","01GV3JD5A0YWA1P4A0J40K250N","2023-03-09T16:18:00.000Z","01GV3JMFP046TR33TNENMS3DT6","https://xebia.com/blog/regain-control-over-orphaned-resources-with-cdk/","1","Regain control over orphaned resources with CDK"
"This blog post shows a complete example of how to share resources between CDK stack, in the same AWS CDK App.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:40.176Z","01G9Q1EP40BTK0MJYMYYAYCC7C","2021-06-23T03:54:00.000Z","01F8VG1NY034K2M97EQSD0F1YH","https://towardsthecloud.com/aws-cdk-share-resources-across-stacks","1","How to share resources across stacks in AWS CDK"
"In this article, we will see how to deploy S3 Object Lambda with CDK and NodeJs runtime.",,"[{""S"":""AWS-CDK""},{""S"":""S3 Object Lambda""},{""S"":""Typescript""}]","2024-06-16T20:29:49.739Z","01GRRZGHM06WWJQC041V8524CT","2023-02-08T06:00:00.000Z","01GRQSR1R00XZV7K2M54HKZ3Z2","https://medium.com/gitconnected/transform-objects-on-the-fly-using-s3-object-lambda-with-nodejs-and-cdk-3f01133d9d18","1","Transform objects on the fly using S3 Object Lambda with NodeJs and CDK"
"Learn how to find security issues and misconfigurations in AWS Cloud Development Kit projects with SemGrep.",,"[{""S"":""AWS-CDK""}]","2024-06-16T20:29:44.043Z","01G0E94VC0VYVB0VV2NSDYANHP","2022-04-12T17:00:00.000Z","01G0FBFFM0B35973MPZEKA331Q","https://blog.aquia.io/blog/2022-02-18-semgrep-cdk/","1","Using SemGrep to find security issues and misconfigurations in AWS Cloud Development Kit projects"
